"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","Year First Published","Crystal Systems","Space Groups","Oldest Known Age (Ma)","IMA Mineral Symbol","Paragenetic Modes"
"Satimolite","Satimolite","KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O","KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O","KNa_2_(Al_5_Mg_2_)[B_12_O_18_(OH)_12_](OH)_6_Cl_4_·4H_2_O","KNa_2_(Al_5_Mg_2_)[B_12_O_18_(OH)_12_](OH)_6_Cl_4_·4H_2_O","K Na Al Mg B O H Cl","1967","orthorhombic","","354","Sati","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Satpaevite","Satpaevite","Al12V4+2V5+6O37·30H2O","Al12(V4+,V5+)8O37·30H2O (?)","Al_12_V^4+^_2_V^5+^_6_O_37_·30H_2_O","Al_12_(V^4+^,V^5+^)_8_O_37_·30H_2_O (?)","Al V O H","1959","","","","Spv","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Satterlyite","Satterlyite","(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6","(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6","(Fe^2+^,Mg,Fe^3+^)_12_(PO_3_OH)(PO_4_)_5_(OH,O)_6_","(Fe^2+^,Mg,Fe^3+^)_12_(PO_3_OH)(PO_4_)_5_(OH,O)_6_","Fe Mg P O H","1976","hexagonal","P31m","","Sly","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Sauconite","Sauconite","Na0.3Zn2+3(Si,Al)4O10(OH)2·4H2O","Na0.3Zn3(Si,Al)4O10(OH)2·4H2O","Na_0.3_Zn^2+^_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O","Na_0.3_Zn_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O","Na Zn Si Al O H","1875","","","2690","Sau","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Savelievaite","Savelievaite","Mg2Cr3+O2(BO3)","Mg2Cr3+O2(BO3)","Mg_2_Cr^3+^O_2_(BO_3_)","Mg_2_Cr^3+^O_2_(BO_3_)","Mg Cr O B","2021","orthorhombic","Pbam","","Svlv","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Sayrite","Sayrite","Pb2+2(U6+O2)5O6(OH)2·4H2O","Pb2(UO2)5O6(OH)2·4H2O","Pb^2+^_2_(U^6+^O_2_)_5_O_6_(OH)_2_·4H_2_O","Pb_2_(UO_2_)_5_O_6_(OH)_2_·4H_2_O","Pb U O H","1982","monoclinic","P2_1/c","1800","Syr","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Sazhinite-(Ce)","Sazhinite-(Ce)","Na3Ce3+Si6O15·2H2O","Na3CeSi6O15·2H2O","Na_3_Ce^3+^Si_6_O_15_·2H_2_O","Na_3_CeSi_6_O_15_·2H_2_O","Na Ce Si O H","1973","orthorhombic","Pmm2","370","Szi-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Sazhinite-(La)","Sazhinite-(La)","Na3LaSi6O15·2H2O","Na3LaSi6O15·2H2O","Na_3_LaSi_6_O_15_·2H_2_O","Na_3_LaSi_6_O_15_·2H_2_O","Na La Si O H","2002","orthorhombic","Pmm2","124","Szi-La","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Sazykinaite-(Y)","Sazykinaite-(Y)","Na5YZr4+Si6O18·6H2O","Na5YZrSi6O18·6H2O","Na_5_YZr^4+^Si_6_O_18_·6H_2_O","Na_5_YZrSi_6_O_18_·6H_2_O","Na Y Zr Si O H","1992","hexagonal","R32","413.6","Szn-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Sbacchiite","Sbacchiite","Ca2AlF7","Ca2AlF7","Ca_2_AlF_7_","Ca_2_AlF_7_","Ca Al F","2018","orthorhombic","Pnma","0.4","Scc","Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Sborgite","Sborgite","NaB5O6(OH)4·3H2O","NaB5O6(OH)4·3H2O","NaB_5_O_6_(OH)_4_·3H_2_O","NaB_5_O_6_(OH)_4_·3H_2_O","Na B O H","1957","monoclinic","C2/c","3","Srg","Abiotic, Biotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM57 - Other minerals formed by human processes"
"Scacchite","Scacchite","Mn2+Cl2","MnCl2","Mn^2+^Cl_2_","MnCl_2_","Mn Cl","1855","hexagonal","R-3m","0.4","Sca","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Scainiite","Scainiite","Pb2+14Sb3+30S2-54O5","Pb14Sb30S54O5","Pb^2+^_14_Sb^3+^_30_S^2-^_54_O_5_","Pb_14_Sb_30_S_54_O_5_","Pb Sb S O","1996","monoclinic","C2/m","331","Scn","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Scandiobabingtonite","Scandiobabingtonite","(Ca,Na)2(Fe2+,Mn2+)(Sc,Fe3+)Si5O14(OH)","(Ca,Na)2(Fe2+,Mn)(Sc,Fe3+)Si5O14(OH)","(Ca,Na)_2_(Fe^2+^,Mn^2+^)(Sc,Fe^3+^)Si_5_O_14_(OH)","(Ca,Na)_2_(Fe^2+^,Mn)(Sc,Fe^3+^)Si_5_O_14_(OH)","Ca Na Fe Mn Sc Si O H","1993","triclinic","P-1","967","Sbab","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Scandio-winchite","Scandio-winchite","[box](NaCa)(Mg4Sc)(Si8O22)(OH)2","[box](NaCa)(Mg4Sc)(Si8O22)(OH)2","[box](NaCa)(Mg_4_Sc)(Si_8_O_22_)(OH)_2_","[box](NaCa)(Mg_4_Sc)(Si_8_O_22_)(OH)_2_","Na Ca Mg Sc Si O H","2022","monoclinic","C2/m","","Swnc","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization"
"Scarbroite","Scarbroite","Al5(CO3)(OH)13·5H2O","Al5(CO3)(OH)13·5H2O","Al_5_(CO_3_)(OH)_13_·5H_2_O","Al_5_(CO_3_)(OH)_13_·5H_2_O","Al C O H","1829","triclinic","","2.58","Scr","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Scawtite","Scawtite","Ca7(Si3O9)2(CO3)·2H2O","Ca7(Si3O9)2(CO3)·2H2O","Ca_7_(Si_3_O_9_)_2_(CO_3_)·2H_2_O","Ca_7_(Si_3_O_9_)_2_(CO_3_)·2H_2_O","Ca Si O C H","1930","monoclinic","Cm|I2/m, Im","252","Scw","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM31 - Contact metamorphism"
"Scenicite","Scenicite","[(U6+O2)(H2O)2(S6+O4)]2·3H2O","[(UO2)(H2O)2(SO4)]2·3H2O","[(U^6+^O_2_)(H_2_O)_2_(S^6+^O_4_)]_2_·3H_2_O","[(UO_2_)(H_2_O)_2_(SO_4_)]_2_·3H_2_O","U O H S","2021","orthorhombic","Pca2_1","","Sce","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schachnerite","Schachnerite","Ag1.1Hg0.9","Ag1.1Hg0.9","Ag_1.1_Hg_0.9_","Ag_1.1_Hg_0.9_","Ag Hg","1971","hexagonal","","1800","Shn","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Schafarzikite","Schafarzikite","Fe2+Sb3+2O4","Fe2+(Sb3+)2O4","Fe^2+^Sb^3+^_2_O_4_","Fe^2+^(Sb^3+^)_2_O_4_","Fe Sb O","1921","tetragonal","P4_2/mbc","2000","Sfz","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
"Schäferite","Schaferite","NaCa2Mg2(V5+O4)3","(NaCa2)Mg2(VO4)3","NaCa_2_Mg_2_(V^5+^O_4_)_3_","(NaCa_2_)Mg_2_(VO_4_)_3_","Na Ca Mg V O","1997","cubic","Ia-3d","354","Sfr","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Schairerite","Schairerite","Na21(S6+O4)7ClF6","Na21(SO4)7ClF6","Na_21_(S^6+^O_4_)_7_ClF_6_","Na_21_(SO_4_)_7_ClF_6_","Na S O Cl F","1931","hexagonal","P31m","352","Shr","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schallerite","Schallerite","Mn2+16As3+3Si12O36(OH)17","Mn2+16As3+3Si12O36(OH)17","Mn^2+^_16_As^3+^_3_Si_12_O_36_(OH)_17_","Mn^2+^_16_As^3+^_3_Si_12_O_36_(OH)_17_","Mn As Si O H","1925","hexagonal","P6_3","1825","Slr","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Schapbachite","Schapbachite","Ag1+0.4Pb2+0.2Bi3+0.4S2-","Ag0.4Pb0.2Bi0.4S","Ag^1+^_0.4_Pb^2+^_0.2_Bi^3+^_0.4_S^2-^","Ag_0.4_Pb_0.2_Bi_0.4_S","Ag Pb Bi S","1853","cubic","Fm-3m","1873","Spb","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Schaurteite","Schaurteite","Ca3Ge(S6+O4)2(OH)6·3H2O","Ca3Ge(SO4)2(OH)6·3H2O","Ca_3_Ge(S^6+^O_4_)_2_(OH)_6_·3H_2_O","Ca_3_Ge(SO_4_)_2_(OH)_6_·3H_2_O","Ca Ge S O H","1967","hexagonal","P6_3/mmc","541","Sht","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Scheelite","Scheelite","CaW6+O4","Ca(WO4)","CaW^6+^O_4_","Ca(WO_4_)","Ca W O","1821","tetragonal","I4_1/a","4000","Sch","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Schertelite","Schertelite","(N3-H4)2Mg(PO3OH)2·4H2O","(NH4)2Mg(PO3OH)2·4H2O","(N^3-^H_4_)_2_Mg(PO_3_OH)_2_·4H_2_O","(NH_4_)_2_Mg(PO_3_OH)_2_·4H_2_O","N H Mg P O","1902","orthorhombic","Pbca","2894","She","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Scheuchzerite","Scheuchzerite","NaMn2+9Si9V5+O28(OH)4","NaMn2+9Si9V5+O28(OH)4","NaMn^2+^_9_Si_9_V^5+^O_28_(OH)_4_","NaMn^2+^_9_Si_9_V^5+^O_28_(OH)_4_","Na Mn Si V O H","2004","triclinic","P-1","100","Shz","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits"
"Schiavinatoite","Schiavinatoite","Nb5+BO4","Nb(BO4)","Nb^5+^BO_4_","Nb(BO_4_)","Nb B O","1999","tetragonal","I4_1/amd","","Shv","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Schieffelinite","Schieffelinite","Pb2+10Te6+6O20(OH)14(S6+O4)·5H2O","Pb10Te6+6O20(OH)14(SO4)(H2O)5","Pb^2+^_10_Te^6+^_6_O_20_(OH)_14_(S^6+^O_4_)·5H_2_O","Pb_10_Te^6+^_6_O_20_(OH)_14_(SO_4_)(H_2_O)_5_","Pb Te O H S","1979","orthorhombic","C222_1","145","Sfl","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schindlerite","Schindlerite","(N3-H4)4Na2[V5+10O28]·10H2O","{(NH4)4Na2(H2O)10}{V10O28}","(N^3-^H_4_)_4_Na_2_[V^5+^_10_O_28_]·10H_2_O","{(NH_4_)_4_Na_2_(H_2_O)_10_}{V_10_O_28_}","N H Na O V","2012","triclinic","P-1","0","Shi","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Schirmerite","Schirmerite","Ag4PbBi4S9","Ag4PbBi4S9","Ag_4_PbBi_4_S_9_","Ag_4_PbBi_4_S_9_","Ag Pb Bi S","1874","","","","",""
"Schizolite","Schizolite","NaCaMn2+Si3O8(OH)","NaCaMnSi3O8(OH)","NaCaMn^2+^Si_3_O_8_(OH)","NaCaMnSi_3_O_8_(OH)","Na Ca Mn Si O H","2013","triclinic","P-1|C-1","2400","Szl","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Schlegelite","Schlegelite","Bi3+7O4(Mo6+O4)2(As5+O4)3","Bi7O4(MoO4)2(AsO4)3","Bi^3+^_7_O_4_(Mo^6+^O_4_)_2_(As^5+^O_4_)_3_","Bi_7_O_4_(MoO_4_)_2_(AsO_4_)_3_","Bi O Mo As","2003","orthorhombic","Pnca","326.4","Scg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schlemaite","Schlemaite","(Cu1+,[box])6(Pb2+,Bi3+)Se2-4","(Cu,[box])6(Pb,Bi)Se4","(Cu^1+^,[box])_6_(Pb^2+^,Bi^3+^)Se^2-^_4_","(Cu,[box])_6_(Pb,Bi)Se_4_","Cu Pb Bi Se","2003","monoclinic","P2_1/m","200","Slm","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Schlossmacherite","Schlossmacherite","(H3O)Al3(S6+O4)2(OH)6","(H3O)Al3(SO4)2(OH)6","(H_3_O)Al_3_(S^6+^O_4_)_2_(OH)_6_","(H_3_O)Al_3_(SO_4_)_2_(OH)_6_","H O Al S","1979","","","","Ssm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schlüterite-(Y)","Schluterite-(Y)","Y2AlSi2O7(OH)2F","(Y,REE)2AlSi2O7(OH)2F","Y_2_AlSi_2_O_7_(OH)_2_F","(Y,REE)_2_AlSi_2_O_7_(OH)_2_F","Y REE Al Si O H F","2012","monoclinic","P2_1/c","1788","Slü-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Schmidite","Schmidite","Zn2+(Fe3+0.5Mn2+0.5)2Zn2+Fe3+(PO4)3(OH)3(H2O)8","Zn(Fe3+0.5Mn2+0.5)2ZnFe3+(PO4)3(OH)3(H2O)8","Zn^2+^(Fe^3+^_0.5_Mn^2+^_0.5_)_2_Zn^2+^Fe^3+^(PO_4_)_3_(OH)_3_(H_2_O)_8_","Zn(Fe^3+^_0.5_Mn^2+^_0.5_)_2_ZnFe^3+^(PO_4_)_3_(OH)_3_(H_2_O)_8_","Zn Fe Mn P O H","2017","orthorhombic","Pmab","561","Smd","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schmiederite","Schmiederite","Cu2+2Pb2+2(Se4+O3)(Se6+O4)(OH)4","Cu2Pb2(Se4+O3)(Se6+O4)(OH)4","Cu^2+^_2_Pb^2+^_2_(Se^4+^O_3_)(Se^6+^O_4_)(OH)_4_","Cu_2_Pb_2_(Se^4+^O_3_)(Se^6+^O_4_)(OH)_4_","Cu Pb Se O H","1962","monoclinic","P2_1/m","416","Scm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Schmitterite","Schmitterite","(U6+O2)Te4+O3","(UO2)(Te4+O3)","(U^6+^O_2_)Te^4+^O_3_","(UO_2_)(Te^4+^O_3_)","U O Te","1967","orthorhombic","Pca2_1|Pbcm","1800","Sci","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schneebergite","Schneebergite","Bi3+Co2+2(As5+O4)2(OH)·H2O","BiCo2(AsO4)2(OH)·H2O","Bi^3+^Co^2+^_2_(As^5+^O_4_)_2_(OH)·H_2_O","BiCo_2_(AsO_4_)_2_(OH)·H_2_O","Bi Co As O H","1999","monoclinic","C2/m","327.4","Snb","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schneiderhöhnite","Schneiderhohnite","Fe2+Fe3+3As3+5O13","Fe2+Fe3+3As3+5O13","Fe^2+^Fe^3+^_3_As^3+^_5_O_13_","Fe^2+^Fe^3+^_3_As^3+^_5_O_13_","Fe As O","1973","triclinic","P-1","1702","Snh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schoderite","Schoderite","Al2(PO4)(V5+O4)·8H2O","Al2(PO4)(VO4)·8H2O","Al_2_(PO_4_)(V^5+^O_4_)·8H_2_O","Al_2_(PO_4_)(VO_4_)·8H_2_O","Al P O V H","1962","monoclinic","P2/m","101","Sde","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schoenfliesite","Schoenfliesite","MgSn4+(OH)6","MgSn(OH)6","MgSn^4+^(OH)_6_","MgSn(OH)_6_","Mg Sn O H","1968","cubic","Pn3","2004","Sfs","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Schoepite","Schoepite","(U6+O2)4O(OH)6(H2O)6","(UO2)4O(OH)6(H2O)6","(U^6+^O_2_)_4_O(OH)_6_(H_2_O)_6_","(UO_2_)_4_O(OH)_6_(H_2_O)_6_","U O H","1923","orthorhombic","P2_1ca","2000","Sho","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM27 - Radioactive decay; auto-oxidation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schöllhornite","Schollhornite","Na0.3CrS2·H2O","Na0.3CrS2·H2O","Na_0.3_CrS_2_·H_2_O","Na_0.3_CrS_2_·H_2_O","Na Cr S H O","1984","hexagonal","","","Slh","Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
"Scholzite","Scholzite","CaZn2+2(PO4)2·2H2O","CaZn2(PO4)2·2H2O","CaZn^2+^_2_(PO_4_)_2_·2H_2_O","CaZn_2_(PO_4_)_2_·2H_2_O","Ca Zn P O H","1948","orthorhombic","Pbcn|Pbc2_1","1861","Slz","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schoonerite","Schoonerite","Zn2+Mn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O","ZnMn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O","Zn^2+^Mn^2+^Fe^2+^_2_Fe^3+^(PO_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O","ZnMn^2+^Fe^2+^_2_Fe^3+^(PO_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O","Zn Mn Fe P O H","1976","orthorhombic","Pmab","630","Soo","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schorl","Schorl","NaFe2+3Al6(Si6O18)(BO3)3(OH)3OH","NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH)","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Na Fe Al Si O B H","1562","hexagonal","R3m","4000","Srl","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Schorlomite","Schorlomite","Ca3Ti4+2(Fe3+2Si)O12","Ca3Ti2(SiFe3+2)O12","Ca_3_Ti^4+^_2_(Fe^3+^_2_Si)O_12_","Ca_3_Ti_2_(SiFe^3+^_2_)O_12_","Ca Ti Si Fe O","1846","cubic","Ia-3d|Ia3d","2100","Slo","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Schreibersite","Schreibersite","(Fe,Ni)3P","(Fe,Ni)3P","(Fe,Ni)_3_P","(Fe,Ni)_3_P","Fe Ni P","1848","tetragonal","I-4","4700","Scb","Abiotic, Biotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM29 - Lightning-generated minerals, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Schreyerite","Schreyerite","V3+2Ti4+3O9","V3+2Ti4+3O9","V^3+^_2_Ti^4+^_3_O_9_","V^3+^_2_Ti^4+^_3_O_9_","V Ti O","1976","monoclinic","C2/c","1800","Sry","Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Schröckingerite","Schrockingerite","NaCa3(U6+O2)(S6+O4)(CO3)3F·10H2O","NaCa3(UO2)(SO4)(CO3)3F·10H2O","NaCa_3_(U^6+^O_2_)(S^6+^O_4_)(CO_3_)_3_F·10H_2_O","NaCa_3_(UO_2_)(SO_4_)(CO_3_)_3_F·10H_2_O","Na Ca U O S C F H","1873","triclinic","P-1","2390","Srö","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Schubnelite","Schubnelite","Fe3+V5+O4·H2O","Fe3+(V5+O4)·H2O","Fe^3+^V^5+^O_4_·H_2_O","Fe^3+^(V^5+^O_4_)·H_2_O","Fe V O H","1970","triclinic","P-1","1840","Shb","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schuetteite","Schuetteite","Hg2+3O2(S6+O4)","Hg3O2(SO4)","Hg^2+^_3_O_2_(S^6+^O_4_)","Hg_3_O_2_(SO_4_)","Hg O S","1959","hexagonal","P3_121","0","Sh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Schuilingite-(Nd)","Schuilingite-(Nd)","Cu2+Pb2+Nd3+(CO3)3(OH)·1.5H2O","CuPbNd(CO3)3(OH)·1.5H2O","Cu^2+^Pb^2+^Nd^3+^(CO_3_)_3_(OH)·1.5H_2_O","CuPbNd(CO_3_)_3_(OH)·1.5H_2_O","Cu Pb Nd C O H","1948","orthorhombic","P2_1cn","900","Shg-Nd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schulenbergite","Schulenbergite","(Cu2+,Zn2+)7(S6+O4)2(OH)10·3H2O","(Cu,Zn)7(SO4)2(OH)10·3H2O","(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·3H_2_O","(Cu,Zn)_7_(SO_4_)_2_(OH)_10_·3H_2_O","Cu Zn S O H","1982","hexagonal","P-3","1703","Slb","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM28 - Photo-alteration, pre-biotic, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
"Schüllerite","Schullerite","Na2Ba2Mg2Ti4+2(Si2O7)2O2F2","Ba2Ti2Na2Mg2(Si2O7)2O2F2","Na_2_Ba_2_Mg_2_Ti^4+^_2_(Si_2_O_7_)_2_O_2_F_2_","Ba_2_Ti_2_Na_2_Mg_2_(Si_2_O_7_)_2_O_2_F_2_","Ba Ti Na Mg Si O F","2010","triclinic","P1|P-1","354","Shü","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schultenite","Schultenite","Pb2+(As5+O3OH)","Pb(AsO3OH)","Pb^2+^(As^5+^O_3_OH)","Pb(AsO_3_OH)","Pb As O H","1926","monoclinic","P2/c","543","Slt","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schumacherite","Schumacherite","Bi3+3O(V5+O4)2(OH)","Bi3O(VO4)2(OH)","Bi^3+^_3_O(V^5+^O_4_)_2_(OH)","Bi_3_O(VO_4_)_2_(OH)","Bi O V H","1982","triclinic","P-1","960","Shh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Schwartzembergite","Schwartzembergite","Pb2+5H2I3+O6Cl3","Pb2+5H2I3+O6Cl3","Pb^2+^_5_H_2_I^3+^O_6_Cl_3_","Pb^2+^_5_H_2_I^3+^O_6_Cl_3_","Pb H I O Cl","1868","tetragonal","I4/mmm","64","Swb","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
